Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location
MED056,Insulin,Injection,124,89,Abc Pharma,12-01-2026,24-08-2025,85,YES ,121,Shelf 1
MED057,Azithromycin,Tablet,21,874.44,Healthcare Distributors,06-04-2027,31-03-2024,24,NO,160,Shelf 1
MED058,Ibuprofen,Syrup,64,423,Apollo Meds,28-07-2027,04-12-2025,45,NO,244,Rack C
MED059,Vitamin C,Capsule,42,290,Healthcare Distributors,17-09-2028,12-11-2027,66,NO,64,Shelf 2
MED060,Cetirizine,Syrup,642,432,Medlife Suppliers,29-10-2026,08-09-2025,111,NO,235,Shelf 2
MED061,Azithromycin,Capsule,674,677.55,Abc Pharma,28-07-2027,16-09-2025,65,NO,295,Rack C
MED062,Cetirizine,Tablet,532,733,Medlife Suppliers,20-10-2026,05-01-2026,83,YES ,176,Cold Storage
MED063,Paracetamol,Injection,124,954,Medlife Suppliers,12-01-2026,12-09-2025,73,YES ,87,Rack C
MED064,Omeprazole,Capsule,345,644.77,Sun Pharma,06-04-2027,05-12-2026,39,YES ,85,Rack B
MED065,Insulin,Tablet,422,500.9,Apollo Meds,28-07-2027,12-09-2025,40,NO,42,Rack B
MED066,Vitamin C,Capsule,464,899.4,Abc Pharma,20-10-2026,29-10-2025,72,NO,18,Cold Storage
MED067,Omeprazole,Syrup,745,643,Healthcare Distributors,12-01-2026,01-12-2024,60,YES ,163,Rack B
MED068,Vitamin C,Capsule,535,434.99,Apollo Meds,06-04-2027,26-07-2026,43,NO,258,Shelf 2
MED069,Metfromin,Capsule,235,290,Healthcare Distributors,02-11-2027,30-01-2025,78,NO,8,Rack B
MED070,Vitamin C,Injection,12,344.78,Abc Pharma,20-10-2026,08-11-2025,112,YES ,9,Rack B
MED071,Dolo 651,Tablet,75,543,Healthcare Distributors,12-01-2026,23-04-2025,130,YES ,188,Shelf 1
MED072,Insulin,Syrup,421,980,Apollo Meds,06-12-2027,01-10-2027,62,YES ,123,Shelf 1
MED073,Paracetamol,Injection,535,106.88,Healthcare Distributors,28-07-2027,12-06-2025,88,NO,92,Rack B
MED074,Metfromin,Tablet,235,150,Medlife Suppliers,17-09-2028,12-07-2025,53,NO,114,Shelf 1
MED075,Amoxicillin,Injection,43,322,Abc Pharma,29-10-2026,18-05-2026,94,YES ,1,Cold Storage
MED076,Ibuprofen,Injection,242,43.54,Medlife Suppliers,28-07-2027,15-05-2025,66,NO,184,Rack C
MED077,Azithromycin,Tablet,121,423.56,Medlife Suppliers,20-10-2026,24-08-2026,34,YES ,21,Cold Storage
MED078,Ibuprofen,Syrup,53,75.4,Sun Pharma,12-01-2026,31-03-2024,133,YES ,177,Cold Storage
MED079,Vitamin C,Capsule,246,243.66,Apollo Meds,06-04-2027,04-12-2025,75,YES ,271,Shelf 2
MED080,Cetirizine,Syrup,35,642,Abc Pharma,28-07-2027,12-11-2026,53,YES ,111,Cold Storage
MED081,Azithromycin,Capsule,235,645,Healthcare Distributors,20-10-2026,08-09-2025,39,NO,192,Rack A
MED082,Cetirizine,Injection,644,423,Apollo Meds,12-01-2026,16-09-2025,91,NO,294,Shelf 1
MED083,Paracetamol,Injection,232,677,Healthcare Distributors,06-04-2027,05-12-2026,10,NO,125,Rack B
MED084,Omeprazole,Tablet,64,565,Abc Pharma,02-11-2027,12-09-2025,27,YES ,176,Shelf 2
MED085,Insulin,Syrup,312,454,Healthcare Distributors,20-10-2026,05-06-2026,128,YES ,91,Shelf 1
MED086,Vitamin C,Capsule,56,978,Apollo Meds,12-01-2026,12-09-2025,53,YES ,118,Cold Storage
MED087,Omeprazole,Syrup,214,799,Healthcare Distributors,06-04-2027,29-10-2025,764,YES ,215,Shelf 2
MED088,Vitamin C,Capsule,75,789,Medlife Suppliers,28-07-2027,01-12-2026,85,NO,278,Rack A
MED089,Metfromin,Tablet,234,654,Abc Pharma,17-09-2028,26-07-2027,343,YES ,249,Cold Storage
MED090,Vitamin C,Injection,987,453,Medlife Suppliers,29-10-2026,30-01-2025,54,YES ,190,Shelf 1
MED091,Dolo 652,Capsule,24,374,Medlife Suppliers,28-07-2027,08-11-2025,77,NO,37,Shelf 1
MED092,Insulin,Tablet,235,657,Sun Pharma,20-10-2026,20-10-2025,331,NO,61,Rack A
MED093,Paracetamol,Capsule,13,234,Apollo Meds,12-01-2026,01-10-2024,97,YES ,188,Rack C
MED094,Metfromin,Syrup,42,867.65,Abc Pharma,06-04-2027,12-06-2025,57,YES ,17,Shelf 1
MED095,Amoxicillin,Capsule,53,12.77,Healthcare Distributors,28-07-2027,12-07-2025,87,NO,257,Shelf 2
MED096,Ibuprofen,Capsule,412,867.77,Apollo Meds,20-10-2026,18-05-2026,320,NO,149,Shelf 1
MED097,Azithromycin,Injection,642,234,Healthcare Distributors,12-01-2026,15-05-2025,110,NO,243,Cold Storage
MED098,Ibuprofen,Tablet,224,190.67,Abc Pharma,06-04-2027,24-08-2026,32,YES ,159,Shelf 1
MED099,Vitamin C,Syrup,24,299,Healthcare Distributors,02-11-2027,31-03-2024,35,YES ,95,Rack B
MED100,Cetirizine,Injection,90,101.99,Apollo Meds,20-10-2026,04-12-2025,70,YES ,170,Rack A
MED101,Azithromycin,Injection,36,363.88,Healthcare Distributors,28-07-2027,05-12-2026,98,NO,107,Rack A
MED102,Ibuprofen,Injection,233,512,Apollo Meds,20-10-2026,12-09-2025,98,YES ,111,Rack B
MED103,Vitamin C,Tablet,532,213.9,Healthcare Distributors,12-01-2026,29-10-2025,74,YES ,266,Rack A
MED104,Cetirizine,Syrup,234,421.11,Medlife Suppliers,06-04-2027,01-12-2026,68,NO,151,Rack B
MED105,Azithromycin,Capsule,532,242,Abc Pharma,28-07-2027,26-07-2027,62,NO,256,Shelf 2
MED106,Cetirizine,Syrup,56,424.89,Medlife Suppliers,20-10-2026,30-01-2025,88,NO,121,Shelf 1
MED107,Paracetamol,Capsule,234,250.12,Medlife Suppliers,12-01-2026,08-11-2025,39,YES ,171,Rack A
MED108,Omeprazole,Tablet,675,366,Sun Pharma,06-04-2027,21-04-2026,96,NO,53,Rack B
MED109,Insulin,Injection,23,512.2,Apollo Meds,02-11-2027,01-10-2027,67,YES ,60,Rack B
MED110,Vitamin C,Capsule,34,476.77,Abc Pharma,20-10-2026,12-06-2025,66,YES ,237,Rack C
MED111,Omeprazole,Tablet,54,360,Healthcare Distributors,12-01-2026,12-07-2025,96,YES ,164,Rack B
MED112,Azithromycin,Capsule,53,119.78,Apollo Meds,06-04-2027,18-05-2026,64,YES ,217,Shelf 1
MED113,Ibuprofen,Syrup,76,250.66,Healthcare Distributors,28-07-2027,15-05-2025,34,NO,278,Rack B
MED114,Vitamin C,Capsule,24,250,Abc Pharma,17-09-2028,24-08-2026,37,YES ,37,Rack B
MED115,Cetirizine,Capsule,754,427,Healthcare Distributors,29-10-2026,31-03-2024,84,YES ,182,Rack C
MED116,Azithromycin,Injection,35,422.43,Apollo Meds,28-07-2025,04-12-2024,99,NO,20,Rack B
MED117,Cetirizine,Tablet,753,634.4,Healthcare Distributors,21-10-2028,12-11-2027,90,YES ,127,Rack A
MED118,Paracetamol,Syrup,32,522,Medlife Suppliers,12-01-2026,08-09-2025,90,NO,108,Cold Storage
MED119,Omeprazole,Injection,534,356.53,Abc Pharma,06-04-2027,16-09-2025,29,NO,6,Cold Storage
MED120,Insulin,Tablet,35,242.66,Medlife Suppliers,28-07-2027,05-12-2026,41,YES ,131,Shelf 1
MED121,Vitamin C,Injection,85,643.77,Medlife Suppliers,20-10-2026,12-09-2025,26,YES ,180,Cold Storage
MED122,Omeprazole,Injection,73,124.9,Sun Pharma,12-12-2026,05-12-2026,24,YES ,230,Shelf 1
MED123,Vitamin C,Tablet,854,123,Apollo Meds,06-04-2027,12-09-2025,85,YES ,96,Shelf 1
MED124,Metfromin,Syrup,86,534,Abc Pharma,02-11-2027,29-10-2025,71,YES ,87,Rack C
MED125,Vitamin C,Capsule,57,412.52,Healthcare Distributors,20-10-2026,01-12-2025,26,NO,53,Cold Storage
MED126,Dolo 651,Syrup,243,326.89,Apollo Meds,12-01-2026,26-07-2024,96,NO,236,Shelf 1
MED127,Insulin,Capsule,743,76.34,Healthcare Distributors,06-04-2027,30-01-2025,35,YES ,15,Shelf 2
MED128,Paracetamol,Injection,75,324.22,Abc Pharma,28-07-2027,08-11-2025,55,NO,290,Shelf 1
MED129,Metfromin,Injection,86,532.64,Healthcare Distributors,17-09-2028,21-04-2027,43,YES ,243,Rack C
MED130,Amoxicillin,Tablet,13,120,Apollo Meds,29-10-2026,01-10-2026,89,YES ,134,Cold Storage
MED131,Ibuprofen,Syrup,35,100.1,Healthcare Distributors,28-07-2027,12-06-2025,70,YES ,40,Rack C
MED132,Azithromycin,Capsule,84,756.88,Medlife Suppliers,20-10-2026,12-07-2025,95,YES ,248,Rack A
MED133,Ibuprofen,Syrup,463,479,Abc Pharma,12-01-2026,18-05-2024,12,NO,99,Rack A
MED134,Vitamin C,Capsule,74,500,Medlife Suppliers,06-04-2027,15-05-2025,75,YES ,216,Shelf 1
MED135,Cetirizine,Tablet,234,639.55,Medlife Suppliers,28-07-2027,24-08-2026,90,NO,204,Rack C
MED136,Azithromycin,Injection,674,423.23,Sun Pharma,20-10-2026,31-03-2024,93,YES ,37,Rack C
MED137,Cetirizine,Capsule,89,421.89,Apollo Meds,12-01-2026,04-12-2025,29,YES ,247,Rack B
MED138,Paracetamol,Tablet,21,789.09,Abc Pharma,06-04-2027,12-11-2026,84,YES ,286,Shelf 2
MED139,Omeprazole,Capsule,13,421.54,Healthcare Distributors,02-11-2027,08-09-2025,49,NO,159,Rack B
MED140,Insulin,Syrup,33,642,Apollo Meds,20-10-2026,16-09-2025,50,YES ,67,Cold Storage
MED141,Vitamin C,Capsule,311,878.23,Healthcare Distributors,12-01-2026,05-12-2025,66,NO,0,Rack A
MED142,Omeprazole,Capsule,900,535,Abc Pharma,06-04-2027,12-09-2025,23,NO,7,Rack B
MED143,Vitamin C,Injection,422,122,Healthcare Distributors,28-07-2027,05-12-2026,45,YES ,90,Cold Storage
MED144,Metfromin,Tablet,423,214,Apollo Meds,17-09-2028,12-09-2025,76,NO,7,Cold Storage
MED145,Vitamin C,Syrup,244,543,Healthcare Distributors,29-10-2026,29-10-2025,34,YES ,300,Shelf 1
MED146,Dolo 652,Injection,22,523.99,Medlife Suppliers,28-07-2027,01-12-2026,78,YES ,145,Rack B
MED147,Insulin,Tablet,24,653.33,Abc Pharma,20-10-2026,26-07-2024,47,YES ,98,Shelf 2
MED148,Paracetamol,Injection,243,543.55,Medlife Suppliers,12-01-2026,30-01-2025,93,YES ,243,Shelf 1
MED149,Metfromin,Injection,352,134.69,Medlife Suppliers,06-04-2027,08-11-2025,30,YES ,243,Rack C
MED150,Amoxicillin,Tablet,523,437.99,Sun Pharma,28-07-2027,21-04-2026,56,YES ,219,Rack B
MED151,Ibuprofen,Syrup,856,462.44,Apollo Meds,20-10-2027,01-10-2027,23,YES ,190,Cold Storage
MED152,Azithromycin,Capsule,874,423.78,Abc Pharma,12-01-2026,12-06-2025,57,NO,271,Rack C
MED153,Ibuprofen,Syrup,213,422.44,Healthcare Distributors,06-04-2027,12-07-2025,74,NO,54,Rack B
MED154,Vitamin C,Capsule,131,764,Apollo Meds,02-11-2027,18-05-2026,34,NO,16,Rack A
MED155,Cetirizine,Injection,141,643,Healthcare Distributors,20-10-2026,15-05-2025,85,YES ,128,Rack C
MED156,Azithromycin,Injection,63,89,Abc Pharma,12-01-2026,24-08-2025,24,YES ,64,Cold Storage
MED157,Cetirizine,Tablet,876,874.44,Healthcare Distributors,06-04-2027,31-03-2024,45,NO,59,Cold Storage
MED158,Paracetamol,Syrup,654,423,Apollo Meds,28-07-2027,04-12-2025,66,NO,246,Shelf 2
MED159,Omeprazole,Capsule,234,290,Healthcare Distributors,17-09-2028,12-11-2027,111,NO,218,Cold Storage
MED160,Insulin,Syrup,21,432,Medlife Suppliers,29-10-2026,08-09-2025,65,NO,198,Rack C
MED161,Vitamin C,Capsule,321,677.55,Abc Pharma,28-07-2027,16-09-2025,83,NO,229,Rack A
MED162,Omeprazole,Tablet,53,733,Medlife Suppliers,20-10-2026,05-01-2026,73,YES ,285,Rack C
MED163,Vitamin C,Injection,890,954,Medlife Suppliers,12-01-2026,12-09-2025,39,YES ,84,Rack C
MED164,Metfromin,Capsule,654,644.77,Sun Pharma,06-04-2027,05-12-2026,40,YES ,175,Shelf 2
MED165,Vitamin C,Tablet,342,500.9,Apollo Meds,28-07-2027,12-09-2025,72,NO,35,Rack C
MED166,Dolo 653,Capsule,312,899.4,Abc Pharma,20-10-2026,29-10-2025,60,NO,11,Rack B
MED167,Insulin,Syrup,76,643,Healthcare Distributors,12-01-2026,01-12-2024,43,YES ,130,Shelf 2
MED168,Azithromycin,Capsule,423,434.99,Apollo Meds,06-04-2027,26-07-2026,78,NO,161,Shelf 1
MED169,Ibuprofen,Capsule,123,290,Healthcare Distributors,02-11-2027,30-01-2025,112,NO,34,Shelf 1
MED170,Vitamin C,Injection,88,344.78,Abc Pharma,20-10-2026,08-11-2025,130,YES ,65,Rack B
MED171,Cetirizine,Tablet,11,543,Healthcare Distributors,12-01-2026,23-04-2025,62,YES ,295,Rack A
MED172,Azithromycin,Syrup,10,980,Apollo Meds,06-12-2027,01-10-2027,88,YES ,136,Rack B
MED173,Cetirizine,Injection,99,106.88,Healthcare Distributors,28-07-2027,12-06-2025,53,NO,64,Cold Storage
MED174,Paracetamol,Tablet,123,150,Medlife Suppliers,17-09-2028,12-07-2025,94,NO,1,Rack A
MED175,Omeprazole,Injection,835,322,Abc Pharma,29-10-2026,18-05-2026,66,YES ,71,Cold Storage
MED176,Insulin,Injection,537,43.54,Medlife Suppliers,28-07-2027,15-05-2025,34,NO,61,Shelf 2
MED177,Vitamin C,Tablet,76,423.56,Medlife Suppliers,20-10-2026,24-08-2026,133,YES ,68,Shelf 2
MED178,Omeprazole,Syrup,63,75.4,Sun Pharma,12-01-2026,31-03-2024,75,YES ,239,Rack C
MED179,Vitamin C,Capsule,87,243.66,Apollo Meds,06-04-2027,04-12-2025,53,YES ,294,Shelf 2
MED180,Metfromin,Syrup,55,642,Abc Pharma,28-07-2027,12-11-2026,39,YES ,120,Cold Storage
MED181,Vitamin C,Capsule,33,645,Healthcare Distributors,20-10-2026,08-09-2025,91,NO,77,Shelf 2
MED182,Dolo 652,Injection,87,423,Apollo Meds,12-01-2026,16-09-2025,10,NO,74,Rack A
MED183,Insulin,Injection,334,677,Healthcare Distributors,06-04-2027,05-12-2026,27,NO,107,Cold Storage
MED184,Paracetamol,Tablet,766,565,Abc Pharma,02-11-2027,12-09-2025,128,YES ,219,Cold Storage
MED185,Metfromin,Syrup,43,454,Healthcare Distributors,20-10-2026,05-06-2026,53,YES ,87,Rack B
MED186,Amoxicillin,Capsule,234,978,Apollo Meds,12-01-2026,12-09-2025,764,YES ,288,Rack B
MED187,Ibuprofen,Syrup,12,799,Healthcare Distributors,06-04-2027,29-10-2025,85,YES ,244,Shelf 1
MED188,Azithromycin,Capsule,75,789,Medlife Suppliers,28-07-2027,01-12-2026,343,NO,182,Shelf 2
MED189,Ibuprofen,Tablet,421,654,Abc Pharma,17-09-2028,26-07-2027,54,YES ,48,Shelf 1
MED190,Vitamin C,Injection,535,453,Medlife Suppliers,29-10-2026,30-01-2025,77,YES ,0,Shelf 2
MED191,Cetirizine,Capsule,235,374,Medlife Suppliers,28-07-2027,08-11-2025,331,NO,172,Shelf 2
MED192,Azithromycin,Tablet,43,657,Sun Pharma,20-10-2026,20-10-2025,97,NO,199,Shelf 2
MED193,Cetirizine,Capsule,242,234,Apollo Meds,12-01-2026,01-10-2024,57,YES ,28,Shelf 2
MED194,Paracetamol,Syrup,121,867.65,Abc Pharma,06-04-2027,12-06-2025,87,YES ,299,Cold Storage
MED195,Omeprazole,Capsule,53,12.77,Healthcare Distributors,28-07-2027,12-07-2025,320,NO,243,Rack A
MED196,Insulin,Capsule,246,867.77,Apollo Meds,20-10-2026,18-05-2026,110,NO,284,Rack B
MED197,Vitamin C,Injection,35,234,Healthcare Distributors,12-01-2026,15-05-2025,32,NO,194,Rack B
MED198,Omeprazole,Tablet,235,190.67,Abc Pharma,06-04-2027,24-08-2026,35,YES ,237,Cold Storage
MED199,Vitamin C,Syrup,644,299,Healthcare Distributors,02-11-2027,31-03-2024,70,YES ,218,Shelf 2
MED200,Metfromin,Injection,232,101.99,Apollo Meds,20-10-2026,04-12-2025,12,YES ,10,Rack C
MED201,Azithromycin,Injection,452.7,666,Apollo Meds,13-03-2027,29-11-2025,27,Yes,55,Rack A
MED202,Ibuprofen,Injection,510.8,219.9,PharmaPlus,06-04-2028,19-05-2025,97,Yes,186,Cold Storage
MED203,Vitamin C,Tablet,568.9,24.2,MediSupply Co.,22-01-2027,16-03-2025,30,Yes,33,Rack A
MED204,Cetirizine,Syrup,627,178.9,CareMed Pvt Ltd,19-01-2027,15-06-2025,26,No,111,Rack A
MED205,Azithromycin,Capsule,685.1,428.43,HealthCare Distributors,24-08-2028,05-03-2025,86,Yes,20,Rack B
MED206,Cetirizine,Tablet,743.2,15.5,HealthCare Distributors,25-01-2029,18-06-2025,66,Yes,94,Shelf 1
MED207,Paracetamol,Capsule,801.3,459.51,MediSupply Co.,28-01-2028,25-11-2025,37,No,84,Shelf 1
MED208,Omeprazole,Tablet,859.4,312.69,PharmaPlus,15-01-2027,10-05-2025,29,No,56,Cold Storage
MED209,Insulin,Injection,917.5,170.86,PharmaPlus,01-02-2027,09-06-2025,83,Yes,27,Cold Storage
MED210,Vitamin C,Capsule,975.6,309.1,CareMed Pvt Ltd,03-09-2027,09-04-2025,95,No,292,Shelf 2
MED211,Omeprazole,Injection,1033.7,477.92,MediSupply Co.,15-04-2027,21-12-2025,29,Yes,10,Cold Storage
MED212,Vitamin C,Capsule,1091.8,343.9,CareMed Pvt Ltd,31-05-2027,05-01-2025,33,No,299,Shelf 2
MED213,Metformin,Syrup,1149.9,146.48,CareMed Pvt Ltd,08-01-2028,19-05-2025,82,Yes,131,Rack A
MED214,Vitamin C,Capsule,76,122.04,MediSupply Co.,18-11-2027,05-02-2025,81,No,133,Rack C
MED215,Cetirizine,Syrup,24,178.24,MediSupply Co.,17-08-2028,31-12-2025,96,No,276,Rack B
MED216,Paracetamol,Tablet,754,92.49,PharmaPlus,21-08-2028,17-04-2025,20,Yes,198,Rack B
MED217,Paracetamol,Tablet,35,146.96,PharmaPlus,05-07-2026,31-01-2025,17,Yes,85,Rack C
MED218,Dolo 650,Capsule,753,127.02,PharmaPlus,12-07-2027,21-02-2025,49,Yes,151,Cold Storage
MED219,Omeprazole,Syrup,32,56.33,MediSupply Co.,29-12-2026,26-11-2025,56,Yes,243,Rack A
MED220,Paracetamol,Tablet,534,244.64,Apollo Meds,17-10-2028,14-01-2025,23,Yes,15,Cold Storage
MED221,Azithromycin,Capsule,35,291.55,HealthCare Distributors,23-04-2027,03-07-2025,57,No,129,Rack A
MED222,Azithromycin,Syrup,85,45.42,PharmaPlus,05-02-2029,22-03-2025,28,Yes,90,Cold Storage
MED223,Paracetamol,Syrup,73,343.93,Apollo Meds,11-01-2029,11-02-2025,16,No,212,Shelf 1
MED224,Cetirizine,Capsule,854,14.47,CareMed Pvt Ltd,06-04-2029,25-07-2025,40,Yes,125,Rack C
MED225,Insulin,Syrup,86,210.54,MediSupply Co.,05-06-2028,25-06-2025,15,Yes,294,Rack C
MED226,Vitamin C,Syrup,57,232.86,Wellness Pharma,03-07-2029,09-02-2025,81,No,293,Cold Storage
MED227,Paracetamol,Tablet,243,345.14,PharmaPlus,13-10-2027,11-08-2025,71,Yes,250,Shelf 1
MED228,Insulin,Tablet,743,52.89,HealthCare Distributors,07-01-2028,14-03-2025,19,No,39,Shelf 1
MED229,Omeprazole,Tablet,75,21.85,Apollo Meds,06-08-2027,08-07-2025,77,No,259,Rack A
MED230,Cetirizine,Syrup,86,230.93,Wellness Pharma,01-03-2029,17-09-2025,89,Yes,39,Shelf 2
MED231,Metformin,Tablet,13,162.9,Apollo Meds,16-07-2027,05-05-2025,38,Yes,26,Rack A
MED232,Amoxicillin,Injection,35,438.53,Wellness Pharma,20-02-2027,17-04-2025,12,Yes,16,Rack C
MED233,Paracetamol,Syrup,84,193.24,Apollo Meds,29-07-2029,14-04-2025,32,Yes,197,Rack B
MED234,Paracetamol,Tablet,463,493.64,HealthCare Distributors,20-02-2027,22-12-2025,45,Yes,135,Cold Storage
MED235,Paracetamol,Capsule,74,246.21,Apollo Meds,17-01-2029,03-07-2025,15,No,42,Shelf 2
MED236,Azithromycin,Tablet,234,172.82,MediSupply Co.,25-03-2028,19-11-2025,73,Yes,126,Rack B
MED237,Vitamin C,Syrup,674,38.71,MediSupply Co.,14-11-2028,28-12-2025,23,Yes,11,Rack C
MED238,Insulin,Capsule,89,139.9,CareMed Pvt Ltd,09-12-2027,08-03-2025,48,Yes,290,Rack A
MED239,Azithromycin,Injection,21,152.31,Apollo Meds,10-01-2027,02-10-2025,46,No,195,Cold Storage
MED240,Azithromycin,Capsule,13,89.95,Apollo Meds,18-02-2027,14-07-2025,86,No,293,Rack A
